[18:28:30.4974] cted! Chip ID: 0xA0 
[18:28:30.4996] BNO055 initialized successfully! 
[18:28:30.5010] roll,pitch,yaw,qw,qx,qy,qz,accx,accy,accz,gyrox,gyroy,gyroz,svm,state,z_v,lever_offx,lever_offy 
-6.50,-85.06,277.56,0.5542,0.4545,0.5009,0.4851,-1.25,9.85,0.67,-0.94,-0.75,-0.31,9.95,2,0.20,0.1992,-0.0036
-6.50,-85.06,277.56,0.5543,0.4547,0.5008,0.4851,-0.99,9.85,0.69,-0.25,0.94,0.19,9.92,2,0.20,0.1992,-0.0036
-6.50,-85.12,277.56,0.5538,0.4549,0.5012,0.4849,-1.22,9.86,0.71,0.06,-0.50,0.06,9.96,2,0.20,0.1993,-0.0036
-6.50,-85.19,277.56,0.5538,0.4550,0.5013,0.4847,-1.20,9.89,0.66,0.81,1.12,-1.12,9.98,2,0.20,0.1993,-0.0036
-6.50,-85.19,277.56,0.5537,0.4550,0.5014,0.4847,-1.05,9.67,0.77,0.25,-1.25,0.69,9.76,2,0.20,0.1993,-0.0036
-6.50,-85.25,277.56,0.5534,0.4553,0.5016,0.4846,-1.15,9.80,0.66,0.19,0.62,0.38,9.89,2,0.20,0.1993,-0.0035
-6.50,-85.25,277.56,0.5533,0.4554,0.5016,0.4845,-1.00,9.62,0.72,-0.19,-0.94,0.06,9.70,2,0.20,0.1993,-0.0036
-6.50,-85.25,277.56,0.5532,0.4555,0.5018,0.4844,-1.19,9.86,0.62,-0.12,0.31,-0.31,9.95,2,0.20,0.1993,-0.0036
-6.50,-85.19,277.56,0.5536,0.4551,0.5014,0.4847,-1.10,9.86,0.68,-2.81,-0.88,-0.25,9.94,2,0.20,0.1993,-0.0036
-6.56,-85.12,277.56,0.5540,0.4547,0.5012,0.4849,-1.04,9.92,0.62,0.81,0.25,-1.06,9.99,2,0.20,0.1993,-0.0036
-6.50,-85.12,277.56,0.5538,0.4548,0.5014,0.4849,-1.16,9.97,0.65,0.50,-0.75,0.81,10.06,2,0.20,0.1993,-0.0035
-6.50,-85.19,277.50,0.5532,0.4552,0.5016,0.4849,-1.18,9.86,0.68,0.75,0.19,-0.38,9.95,2,0.20,0.1993,-0.0034
-6.50,-85.19,277.50,0.5533,0.4551,0.5016,0.4849,-1.16,9.93,0.71,0.25,-0.44,-1.12,10.02,2,0.20,0.1993,-0.0034
-6.50,-85.12,277.50,0.5536,0.4548,0.5011,0.4853,-1.10,9.76,0.71,-2.44,-1.19,0.25,9.85,2,0.20,0.1993,-0.0035
-6.50,-85.00,277.56,0.5544,0.4543,0.5004,0.4856,-1.32,9.86,0.86,-0.50,-0.56,0.31,9.99,2,0.20,0.1992,-0.0035
-6.50,-84.94,277.56,0.5549,0.4543,0.4999,0.4856,-1.14,9.77,0.72,0.81,1.12,-0.19,9.86,2,0.20,0.1992,-0.0037
-6.44,-85.00,277.56,0.5543,0.4547,0.5003,0.4855,-1.10,9.92,0.68,1.31,0.19,0.94,10.00,2,0.20,0.1992,-0.0036
-6.44,-85.00,277.50,0.5542,0.4548,0.5002,0.4856,-0.99,9.94,0.64,0.31,0.50,-0.12,10.01,2,0.20,0.1992,-0.0037
-6.44,-85.00,277.50,0.5541,0.4547,0.5003,0.4857,-1.25,9.86,0.72,-0.75,-0.50,0.38,9.96,2,0.20,0.1992,-0.0036
-6.44,-85.00,277.50,0.5544,0.4546,0.4999,0.4858,-1.18,9.80,0.75,-2.56,0.38,-1.69,9.90,2,0.20,0.1992,-0.0037
-6.50,-84.88,277.56,0.5548,0.4542,0.5000,0.4857,-0.88,9.63,0.74,2.56,0.56,-0.81,9.70,2,0.20,0.1992,-0.0036
-6.50,-84.94,277.56,0.5548,0.4543,0.4999,0.4858,-1.16,9.72,0.76,-0.81,-0.88,-0.06,9.82,2,0.20,0.1992,-0.0037
-6.50,-85.00,277.56,0.5544,0.4545,0.5003,0.4856,-1.23,9.87,0.72,0.75,0.81,-0.19,9.97,2,0.20,0.1992,-0.0036
-6.50,-84.94,277.62,0.5549,0.4543,0.4998,0.4855,-0.98,9.57,0.71,-1.50,-1.38,-0.12,9.65,2,0.20,0.1992,-0.0038
-6.50,-85.00,277.56,0.5546,0.4544,0.5004,0.4854,-1.20,9.66,0.79,-0.19,0.50,-0.62,9.77,2,0.20,0.1992,-0.0037
-6.56,-85.00,277.62,0.5547,0.4543,0.5006,0.4850,-1.13,9.83,0.78,0.38,0.56,-1.12,9.93,2,0.20,0.1992,-0.0037
-6.62,-85.00,277.69,0.5549,0.4541,0.5007,0.4849,-1.18,9.70,0.75,0.56,-0.19,-1.56,9.80,2,0.20,0.1992,-0.0037
-6.62,-85.00,277.69,0.5550,0.4542,0.5009,0.4846,-1.18,9.78,0.78,0.19,0.06,-0.19,9.88,2,0.20,0.1992,-0.0037
-6.62,-85.06,277.69,0.5549,0.4542,0.5010,0.4846,-1.05,9.86,0.70,1.44,0.88,0.44,9.94,2,0.20,0.1992,-0.0037
-6.62,-85.06,277.69,0.5549,0.4542,0.5009,0.4847,-1.15,9.87,0.63,-1.44,-0.38,0.00,9.96,2,0.20,0.1992,-0.0037
-6.62,-84.88,277.81,0.5560,0.4537,0.5000,0.4849,-1.11,9.57,0.86,-1.44,-2.62,-0.19,9.67,2,0.20,0.1992,-0.0039
-6.69,-85.00,277.88,0.5557,0.4539,0.5009,0.4841,-1.33,9.73,0.77,0.94,1.88,-1.75,9.85,2,0.20,0.1992,-0.0039
-6.75,-85.12,277.88,0.5551,0.4540,0.5019,0.4835,-1.33,9.96,0.63,1.38,1.75,0.06,10.07,2,0.20,0.1993,-0.0037
-6.75,-85.19,277.81,0.5550,0.4545,0.5018,0.4834,-1.14,9.92,0.61,-0.94,-2.81,1.12,10.00,2,0.20,0.1993,-0.0039
-6.62,-85.12,277.88,0.5551,0.4550,0.5012,0.4835,-1.08,9.88,0.69,1.81,0.19,-0.06,9.96,2,0.20,0.1992,-0.0041
-6.69,-85.19,277.88,0.5549,0.4549,0.5015,0.4832,-1.03,9.68,0.73,1.00,1.31,-1.88,9.76,2,0.20,0.1992,-0.0040
-6.81,-85.25,277.94,0.5548,0.4546,0.5025,0.4827,-1.16,10.01,0.61,0.19,0.00,-2.25,10.10,2,0.20,0.1993,-0.0039
-6.81,-85.25,277.88,0.5544,0.4543,0.5030,0.4830,-1.21,9.78,0.76,1.06,2.25,0.12,9.88,2,0.20,0.1993,-0.0036
-6.88,-85.31,277.88,0.5544,0.4539,0.5035,0.4828,-1.24,9.71,0.71,-1.31,-0.19,0.06,9.81,2,0.20,0.1993,-0.0034
-6.94,-85.31,277.94,0.5547,0.4540,0.5035,0.4823,-1.08,9.77,0.65,0.06,-1.06,-0.31,9.85,2,0.20,0.1993,-0.0036
-7.00,-85.38,278.00,0.5546,0.4540,0.5042,0.4817,-1.26,9.94,0.68,1.19,0.44,-1.19,10.04,2,0.20,0.1993,-0.0036
-7.00,-85.25,278.06,0.5554,0.4534,0.5037,0.4820,-1.23,9.68,0.70,-1.88,-1.12,-0.12,9.78,2,0.20,0.1993,-0.0036
-7.00,-85.25,278.00,0.5551,0.4533,0.5039,0.4822,-1.29,9.85,0.67,-0.31,1.12,0.44,9.96,2,0.20,0.1993,-0.0035
-6.94,-85.25,278.00,0.5549,0.4535,0.5037,0.4824,-1.09,9.83,0.68,-0.81,-0.19,0.50,9.91,2,0.20,0.1993,-0.0035
-6.94,-85.25,277.94,0.5547,0.4537,0.5036,0.4825,-1.28,9.76,0.78,0.50,-0.56,0.56,9.87,2,0.20,0.1993,-0.0035
-6.88,-85.19,277.94,0.5550,0.4537,0.5031,0.4828,-1.17,9.81,0.74,-1.25,-0.31,0.00,9.91,2,0.20,0.1993,-0.0036
-6.81,-85.19,277.88,0.5551,0.4537,0.5024,0.4833,-1.18,9.90,0.63,-0.94,-0.69,1.44,9.99,2,0.20,0.1993,-0.0036
-6.69,-85.19,277.75,0.5544,0.4545,0.5018,0.4839,-1.15,9.78,0.75,-0.44,0.62,1.38,9.88,2,0.20,0.1993,-0.0037
-6.56,-85.19,277.62,0.5538,0.4550,0.5016,0.4844,-1.17,9.60,0.68,-1.19,-0.38,1.81,9.69,2,0.20,0.1993,-0.0036
-6.62,-85.56,277.75,0.5527,0.4564,0.5035,0.4824,-1.14,10.14,0.66,6.31,0.19,-3.00,10.23,2,0.20,0.1994,-0.0037
-6.75,-85.62,277.69,0.5522,0.4557,0.5047,0.4824,-1.28,9.82,0.59,-1.19,0.50,0.44,9.92,2,0.20,0.1994,-0.0033
-6.69,-85.56,277.69,0.5526,0.4555,0.5040,0.4828,-1.26,9.67,0.64,-2.62,-2.44,1.06,9.77,2,0.20,0.1994,-0.0034
-6.44,-85.56,277.75,0.5529,0.4584,0.5016,0.4823,-0.97,10.04,0.63,0.94,-3.56,1.62,10.11,2,0.20,0.1994,-0.0046
-6.56,-85.44,277.75,0.5535,0.4563,0.5023,0.4828,-1.16,9.60,0.69,-2.69,1.81,-2.56,9.69,2,0.20,0.1993,-0.0040
-6.69,-85.38,277.81,0.5538,0.4558,0.5025,0.4827,-1.16,9.81,0.65,0.38,-1.06,1.38,9.90,2,0.20,0.1993,-0.0039
-6.62,-85.25,277.81,0.5542,0.4554,0.5020,0.4832,-1.13,9.56,0.79,-2.44,0.75,-0.38,9.66,2,0.20,0.1993,-0.0039
-6.62,-85.19,277.75,0.5544,0.4552,0.5014,0.4838,-1.17,9.84,0.67,-2.50,-1.50,1.00,9.93,2,0.20,0.1993,-0.0039
-6.62,-85.06,277.81,0.5553,0.4550,0.5004,0.4840,-1.08,9.93,0.65,-1.81,-1.81,0.44,10.01,2,0.20,0.1992,-0.0042
-6.50,-85.00,277.88,0.5558,0.4557,0.4991,0.4840,-0.97,9.80,0.74,1.12,-3.31,-0.81,9.88,2,0.20,0.1992,-0.0047
-6.62,-85.00,278.06,0.5569,0.4554,0.4994,0.4828,-1.08,9.88,0.76,-0.50,0.19,-3.38,9.97,2,0.20,0.1992,-0.0050
-6.81,-84.94,278.25,0.5575,0.4547,0.4999,0.4822,-1.23,9.73,0.71,-0.56,-1.62,-1.56,9.83,2,0.20,0.1992,-0.0050
-6.75,-84.94,278.25,0.5577,0.4549,0.4995,0.4822,-1.16,9.72,0.72,-1.44,-0.31,0.31,9.82,2,0.20,0.1992,-0.0051
-6.69,-84.75,278.31,0.5585,0.4551,0.4979,0.4827,-0.81,9.49,0.96,-3.31,-2.94,1.38,9.57,2,0.20,0.1991,-0.0055
-6.69,-84.75,278.31,0.5587,0.4551,0.4976,0.4828,-1.05,9.98,0.69,-0.12,0.50,1.06,10.06,2,0.20,0.1991,-0.0056
-6.62,-84.75,278.25,0.5583,0.4549,0.4977,0.4832,-1.22,9.81,0.81,0.38,1.44,-0.56,9.92,2,0.20,0.1991,-0.0054
-6.62,-84.81,278.19,0.5580,0.4551,0.4980,0.4832,-1.18,9.81,0.85,0.69,0.31,0.12,9.92,2,0.20,0.1991,-0.0053
-6.62,-84.75,278.19,0.5582,0.4551,0.4978,0.4832,-1.19,9.61,0.90,0.44,1.19,-0.44,9.73,2,0.20,0.1991,-0.0054
-6.69,-84.75,278.31,0.5588,0.4548,0.4979,0.4827,-1.21,9.82,0.76,-0.62,-1.12,-1.38,9.92,2,0.20,0.1991,-0.0055
-6.81,-84.69,278.44,0.5593,0.4545,0.4982,0.4822,-1.01,9.75,0.78,1.62,-0.50,-0.94,9.83,2,0.20,0.1991,-0.0056
-6.88,-84.81,278.50,0.5593,0.4544,0.4987,0.4818,-1.36,9.84,0.78,0.25,0.56,-0.81,9.96,2,0.20,0.1991,-0.0056
-6.81,-84.81,278.44,0.5591,0.4546,0.4985,0.4818,-1.19,9.72,0.83,1.62,1.00,0.00,9.83,2,0.20,0.1991,-0.0056
-6.88,-84.94,278.50,0.5585,0.4550,0.4994,0.4813,-1.12,9.64,0.82,1.06,0.00,-0.06,9.74,2,0.20,0.1992,-0.0055
-6.94,-85.00,278.56,0.5587,0.4549,0.4999,0.4806,-1.31,9.93,0.77,-0.56,0.00,-1.31,10.05,2,0.20,0.1992,-0.0056
-6.94,-85.00,278.62,0.5587,0.4555,0.4999,0.4802,-1.09,9.76,0.70,1.56,-0.50,0.88,9.85,2,0.20,0.1992,-0.0058
-6.94,-85.06,278.62,0.5586,0.4556,0.4999,0.4801,-1.30,9.74,0.72,0.38,0.12,-0.69,9.85,2,0.20,0.1992,-0.0058
-6.88,-85.12,278.56,0.5579,0.4562,0.5001,0.4802,-1.14,9.87,0.72,2.50,0.75,0.69,9.96,2,0.20,0.1992,-0.0058
-6.75,-85.19,278.44,0.5569,0.4570,0.5001,0.4804,-1.20,9.73,0.70,1.50,0.75,1.69,9.83,2,0.20,0.1992,-0.0057
-6.62,-85.25,278.31,0.5565,0.4573,0.4998,0.4810,-1.30,9.72,0.82,-1.75,-0.94,2.06,9.84,2,0.20,0.1992,-0.0056
-6.50,-85.25,278.19,0.5562,0.4584,0.4988,0.4814,-1.10,9.78,0.71,-0.69,0.00,1.44,9.87,2,0.20,0.1992,-0.0059
-6.50,-85.19,278.19,0.5562,0.4583,0.4988,0.4816,-1.11,9.76,0.74,0.12,0.56,0.06,9.85,2,0.20,0.1992,-0.0059
-6.50,-85.25,278.19,0.5557,0.4582,0.4995,0.4814,-1.12,9.88,0.64,1.69,1.44,-0.25,9.96,2,0.20,0.1993,-0.0057
-6.50,-85.38,278.12,0.5549,0.4584,0.5003,0.4813,-1.22,9.94,0.67,1.44,-0.25,0.31,10.04,2,0.20,0.1993,-0.0054
-6.50,-85.44,278.06,0.5547,0.4587,0.5002,0.4813,-1.03,9.73,0.71,0.94,0.25,0.88,9.81,2,0.20,0.1993,-0.0055
-6.50,-85.38,278.06,0.5548,0.4586,0.5001,0.4814,-1.17,9.83,0.66,-0.38,0.94,0.31,9.92,2,0.20,0.1993,-0.0055
-6.38,-85.38,277.94,0.5544,0.4587,0.4999,0.4820,-1.15,9.96,0.69,0.44,0.81,0.88,10.05,2,0.20,0.1993,-0.0054
-6.38,-85.25,277.94,0.5549,0.4584,0.4991,0.4827,-1.05,9.79,0.66,-2.06,-1.00,0.31,9.87,2,0.20,0.1993,-0.0054
-6.38,-85.19,277.94,0.5551,0.4582,0.4990,0.4827,-1.13,9.88,0.70,0.62,0.81,-0.88,9.97,2,0.20,0.1992,-0.0054
-6.31,-85.25,277.88,0.5545,0.4587,0.4991,0.4827,-1.05,9.83,0.73,1.12,0.62,1.00,9.91,2,0.20,0.1993,-0.0054
-6.31,-85.31,277.88,0.5541,0.4591,0.4991,0.4827,-1.05,9.75,0.67,0.69,0.31,0.31,9.83,2,0.20,0.1993,-0.0054
-6.31,-85.31,277.88,0.5543,0.4590,0.4990,0.4828,-0.99,9.78,0.70,-0.31,-0.31,0.25,9.85,2,0.20,0.1993,-0.0054
-6.31,-85.31,277.88,0.5543,0.4591,0.4990,0.4827,-1.01,9.80,0.72,0.44,0.25,-0.38,9.88,2,0.20,0.1993,-0.0055
-6.31,-85.38,277.88,0.5541,0.4592,0.4993,0.4825,-1.04,9.88,0.65,-0.19,-0.50,0.00,9.96,2,0.20,0.1993,-0.0054
-6.31,-85.38,277.88,0.5541,0.4592,0.4992,0.4827,-1.07,9.71,0.68,-0.88,0.38,0.06,9.79,2,0.20,0.1993,-0.0054
-6.25,-85.38,277.88,0.5538,0.4595,0.4994,0.4824,-0.87,9.61,0.72,3.06,1.75,-0.19,9.68,2,0.20,0.1993,-0.0054
-6.31,-85.44,277.88,0.5537,0.4593,0.4999,0.4822,-1.02,9.72,0.64,-0.88,-0.44,0.56,9.79,2,0.20,0.1993,-0.0053
-6.31,-85.44,277.88,0.5537,0.4593,0.4999,0.4822,-1.10,9.75,0.70,-0.88,0.44,-0.56,9.84,2,0.20,0.1993,-0.0053
-6.38,-85.44,277.94,0.5541,0.4588,0.5001,0.4821,-1.16,9.64,0.76,0.69,1.12,-0.75,9.74,2,0.20,0.1993,-0.0052
-6.38,-85.44,277.94,0.5540,0.4589,0.5002,0.4820,-1.10,9.76,0.66,-0.06,0.56,0.44,9.84,2,0.20,0.1993,-0.0053
-6.38,-85.50,277.94,0.5538,0.4591,0.5003,0.4819,-1.07,9.83,0.62,-0.12,-0.31,0.00,9.91,2,0.20,0.1993,-0.0053
-6.31,-85.50,277.94,0.5538,0.4596,0.4999,0.4818,-1.04,9.81,0.68,0.19,-0.88,0.38,9.89,2,0.20,0.1993,-0.0055
-6.38,-85.50,277.94,0.5539,0.4595,0.5000,0.4817,-1.05,9.75,0.74,0.31,0.00,-0.62,9.83,2,0.20,0.1993,-0.0055
-6.44,-85.50,278.00,0.5540,0.4592,0.5004,0.4814,-1.12,9.65,0.69,0.06,0.44,0.00,9.74,2,0.20,0.1993,-0.0054
-6.38,-85.50,277.94,0.5539,0.4592,0.5004,0.4815,-1.09,9.83,0.62,-0.06,0.69,-0.06,9.91,2,0.20,0.1993,-0.0054
-6.44,-85.50,278.00,0.5540,0.4592,0.5006,0.4813,-1.17,9.93,0.63,-0.06,0.44,-0.81,10.02,2,0.20,0.1993,-0.0054
-6.44,-85.56,278.00,0.5538,0.4594,0.5009,0.4811,-1.13,9.86,0.60,0.56,0.31,-0.88,9.94,2,0.20,0.1993,-0.0054
-6.44,-85.50,278.06,0.5542,0.4592,0.5005,0.4811,-1.10,9.82,0.64,-0.38,-1.06,-0.75,9.90,2,0.20,0.1993,-0.0055
-6.56,-85.56,278.12,0.5545,0.4590,0.5009,0.4805,-1.16,9.84,0.61,0.69,0.69,-2.06,9.93,2,0.20,0.1993,-0.0055
-6.56,-85.56,278.12,0.5544,0.4590,0.5012,0.4804,-1.10,9.84,0.65,1.88,0.12,0.25,9.92,2,0.20,0.1993,-0.0055
-6.56,-85.62,278.12,0.5542,0.4592,0.5013,0.4802,-1.07,9.86,0.59,0.06,0.56,0.31,9.94,2,0.20,0.1994,-0.0055
-6.56,-85.62,278.12,0.5543,0.4591,0.5013,0.4802,-0.96,9.77,0.59,0.50,-0.81,-0.19,9.83,2,0.20,0.1993,-0.0055
-6.50,-85.56,278.12,0.5543,0.4591,0.5010,0.4806,-1.34,9.60,0.66,-1.56,-0.94,1.69,9.72,2,0.20,0.1993,-0.0055
-6.12,-85.56,277.94,0.5536,0.4618,0.4986,0.4813,-0.86,9.69,0.64,-0.62,-1.06,2.56,9.75,2,0.20,0.1993,-0.0063
-6.25,-85.56,278.00,0.5538,0.4610,0.4991,0.4813,-1.01,9.68,0.61,0.06,0.00,0.12,9.75,2,0.20,0.1993,-0.0060
-6.25,-85.56,278.00,0.5536,0.4612,0.4993,0.4811,-1.06,9.78,0.63,0.31,-0.06,0.00,9.86,2,0.20,0.1993,-0.0060
-6.25,-85.62,278.00,0.5535,0.4612,0.4996,0.4810,-1.03,9.84,0.68,-0.19,0.69,0.25,9.92,2,0.20,0.1993,-0.0060
-6.25,-85.62,278.00,0.5536,0.4610,0.4996,0.4809,-1.08,9.89,0.55,-1.25,-0.44,0.00,9.96,2,0.20,0.1993,-0.0060
-6.31,-85.50,278.06,0.5544,0.4604,0.4993,0.4810,-1.05,9.82,0.62,-0.75,-1.44,-1.25,9.90,2,0.20,0.1993,-0.0061
-6.31,-85.50,278.12,0.5546,0.4606,0.4992,0.4807,-1.06,9.79,0.69,0.31,0.56,0.31,9.87,2,0.20,0.1993,-0.0062
-6.38,-85.50,278.12,0.5546,0.4606,0.4993,0.4806,-1.15,9.65,0.69,-0.06,0.38,-0.69,9.74,2,0.20,0.1993,-0.0062
-6.31,-85.56,278.12,0.5543,0.4608,0.4995,0.4805,-0.98,9.81,0.63,0.88,0.75,-0.56,9.88,2,0.20,0.1993,-0.0062
-6.38,-85.56,278.12,0.5543,0.4606,0.4998,0.4803,-1.02,9.76,0.63,-0.38,-0.69,-0.88,9.83,2,0.20,0.1993,-0.0061
-6.38,-85.62,278.12,0.5542,0.4608,0.4999,0.4802,-1.15,9.80,0.61,0.69,0.31,-0.31,9.89,2,0.20,0.1993,-0.0061
-6.38,-85.62,278.12,0.5540,0.4609,0.5001,0.4800,-1.03,9.83,0.63,0.12,0.31,-0.06,9.90,2,0.20,0.1993,-0.0061
-6.38,-85.69,278.12,0.5538,0.4609,0.5006,0.4799,-1.17,9.69,0.60,0.50,0.69,0.00,9.78,2,0.20,0.1994,-0.0060
-6.38,-85.81,278.12,0.5534,0.4612,0.5010,0.4796,-1.18,9.70,0.65,-0.50,0.50,-1.12,9.79,2,0.20,0.1994,-0.0060
-6.38,-85.81,278.12,0.5532,0.4615,0.5012,0.4794,-1.08,9.91,0.59,0.31,0.44,0.00,9.99,2,0.20,0.1994,-0.0060
-6.44,-85.88,278.19,0.5532,0.4615,0.5014,0.4792,-1.17,9.80,0.58,0.25,-0.31,-0.56,9.89,2,0.20,0.1994,-0.0060
-6.50,-85.75,278.19,0.5538,0.4608,0.5011,0.4794,-1.08,9.92,0.59,-0.19,-0.44,-2.06,10.00,2,0.20,0.1994,-0.0060
-6.50,-85.75,278.25,0.5539,0.4607,0.5013,0.4792,-1.16,9.84,0.59,0.31,0.00,-0.12,9.93,2,0.20,0.1994,-0.0060
-6.38,-85.75,278.12,0.5534,0.4612,0.5010,0.4797,-1.05,9.86,0.59,0.81,0.88,1.31,9.93,2,0.20,0.1994,-0.0060
-6.38,-85.81,278.06,0.5532,0.4614,0.5009,0.4799,-1.10,9.85,0.57,-0.31,0.44,0.88,9.93,2,0.20,0.1994,-0.0060
-6.38,-85.75,278.06,0.5534,0.4612,0.5005,0.4802,-1.07,9.77,0.65,-1.12,-0.56,0.12,9.85,2,0.20,0.1994,-0.0060
-6.31,-85.69,278.06,0.5535,0.4612,0.5002,0.4804,-1.09,9.59,0.63,-1.44,0.38,0.25,9.67,2,0.20,0.1994,-0.0060
-6.25,-85.69,278.06,0.5533,0.4615,0.4999,0.4804,-0.99,9.80,0.60,-0.62,0.06,0.44,9.87,2,0.20,0.1993,-0.0061
-6.25,-85.75,278.00,0.5530,0.4615,0.5004,0.4805,-1.03,9.74,0.62,0.56,-0.56,0.56,9.81,2,0.20,0.1994,-0.0059
-6.25,-85.75,277.94,0.5529,0.4616,0.5002,0.4806,-1.00,9.76,0.58,-0.19,0.00,-0.06,9.83,2,0.20,0.1994,-0.0059
-6.25,-85.75,277.94,0.5527,0.4617,0.5002,0.4807,-1.06,9.77,0.62,0.12,0.00,0.56,9.85,2,0.20,0.1994,-0.0059
-6.25,-85.75,277.94,0.5528,0.4616,0.5001,0.4808,-1.05,9.71,0.64,-1.12,0.19,-0.19,9.79,2,0.20,0.1994,-0.0059
-6.19,-85.69,277.88,0.5529,0.4615,0.4998,0.4812,-1.03,9.72,0.66,-1.38,-1.12,0.88,9.80,2,0.20,0.1994,-0.0059
-6.25,-85.62,278.00,0.5534,0.4612,0.4998,0.4808,-0.94,9.85,0.54,1.38,-0.12,-0.56,9.91,2,0.20,0.1994,-0.0060
-6.25,-85.69,278.00,0.5531,0.4615,0.5000,0.4808,-1.04,9.93,0.56,1.06,0.25,0.25,10.00,2,0.20,0.1994,-0.0059
-6.19,-85.69,277.94,0.5529,0.4617,0.4998,0.4810,-1.00,9.86,0.56,0.31,0.25,-0.19,9.93,2,0.20,0.1994,-0.0059
-6.19,-85.69,277.94,0.5530,0.4615,0.5000,0.4809,-1.03,9.95,0.57,0.94,0.44,-1.06,10.02,2,0.20,0.1994,-0.0059
-6.25,-85.69,278.00,0.5532,0.4612,0.4999,0.4810,-1.09,9.66,0.64,-0.06,0.56,-0.12,9.74,2,0.20,0.1994,-0.0059
-6.25,-85.69,277.94,0.5531,0.4613,0.5001,0.4808,-1.02,9.77,0.58,1.00,-0.12,-0.06,9.84,2,0.20,0.1994,-0.0059
-6.25,-85.75,278.00,0.5529,0.4615,0.5002,0.4807,-1.12,9.89,0.57,0.12,-0.12,0.31,9.97,2,0.20,0.1994,-0.0059
-6.25,-85.75,277.94,0.5529,0.4616,0.5002,0.4807,-1.01,9.80,0.55,-0.25,-0.06,-0.81,9.87,2,0.20,0.1994,-0.0059
-6.25,-85.75,277.94,0.5529,0.4616,0.5002,0.4807,-1.03,9.86,0.61,-0.25,-0.38,0.00,9.93,2,0.20,0.1994,-0.0059
-6.25,-85.75,278.00,0.5529,0.4619,0.4999,0.4805,-1.04,9.70,0.64,-0.12,0.38,-0.69,9.78,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.00,0.5532,0.4619,0.4999,0.4804,-1.07,9.75,0.64,-1.38,-0.06,0.38,9.83,2,0.20,0.1994,-0.0061
-6.31,-85.62,278.06,0.5538,0.4610,0.4998,0.4805,-1.11,9.72,0.64,0.19,-0.38,-0.62,9.80,2,0.20,0.1993,-0.0061
-6.31,-85.62,278.06,0.5538,0.4609,0.4999,0.4805,-1.18,9.77,0.61,0.25,0.75,0.38,9.86,2,0.20,0.1993,-0.0060
-6.31,-85.69,278.06,0.5535,0.4613,0.5000,0.4804,-1.00,9.85,0.60,-0.25,0.44,-0.38,9.92,2,0.20,0.1994,-0.0061
-6.31,-85.69,278.00,0.5533,0.4613,0.5001,0.4806,-1.09,9.88,0.58,-0.25,-0.06,0.88,9.96,2,0.20,0.1994,-0.0060
-6.25,-85.69,278.00,0.5532,0.4614,0.4999,0.4807,-1.14,9.77,0.58,-0.25,-0.81,0.00,9.85,2,0.20,0.1993,-0.0060
-6.25,-85.69,278.00,0.5534,0.4614,0.4998,0.4807,-1.05,9.79,0.63,0.75,0.44,0.06,9.87,2,0.20,0.1994,-0.0060
-6.25,-85.69,278.00,0.5532,0.4616,0.4999,0.4805,-1.04,9.88,0.53,0.50,0.56,-0.44,9.95,2,0.20,0.1994,-0.0061
-6.25,-85.69,278.00,0.5531,0.4618,0.5000,0.4805,-1.14,9.79,0.62,0.88,0.31,-0.12,9.88,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.00,0.5530,0.4619,0.5000,0.4805,-1.00,9.75,0.58,0.62,0.06,0.69,9.82,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.00,0.5529,0.4621,0.5001,0.4803,-0.92,9.87,0.54,1.12,0.19,-0.06,9.93,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.00,0.5528,0.4621,0.5002,0.4803,-1.04,9.72,0.56,0.19,0.06,-0.50,9.79,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.00,0.5530,0.4620,0.4999,0.4804,-0.92,9.77,0.52,-2.31,-1.06,0.12,9.83,2,0.20,0.1994,-0.0061
-6.31,-85.69,278.06,0.5537,0.4614,0.4998,0.4803,-1.00,9.83,0.54,0.06,-0.25,-1.19,9.90,2,0.20,0.1993,-0.0062
-6.31,-85.69,278.06,0.5536,0.4615,0.4999,0.4802,-1.18,9.94,0.54,1.12,0.50,-0.12,10.02,2,0.20,0.1994,-0.0062
-6.25,-85.69,278.06,0.5535,0.4617,0.4998,0.4803,-1.02,9.78,0.58,0.19,-0.19,0.25,9.85,2,0.20,0.1993,-0.0062
-6.25,-85.69,278.06,0.5533,0.4617,0.5000,0.4803,-1.12,9.73,0.61,-0.81,-0.31,-0.19,9.81,2,0.20,0.1994,-0.0061
-6.25,-85.75,278.06,0.5535,0.4619,0.4998,0.4801,-1.16,9.87,0.56,0.81,0.50,-0.62,9.95,2,0.20,0.1994,-0.0063
-6.25,-85.75,278.06,0.5533,0.4620,0.4999,0.4800,-0.98,9.80,0.53,0.12,-0.25,-0.25,9.86,2,0.20,0.1994,-0.0063
-6.25,-85.81,278.06,0.5531,0.4623,0.5002,0.4798,-1.06,9.73,0.63,0.88,-0.31,0.12,9.81,2,0.20,0.1994,-0.0063
-6.25,-85.81,278.06,0.5529,0.4625,0.5004,0.4797,-1.04,9.74,0.56,-0.50,-0.25,0.38,9.81,2,0.20,0.1994,-0.0063
